Actual_Traffic,Predicted_Traffic,UPF_Config,Energy_Wh_Actual,QoS_Score_Actual
135.38724,118.345,"('DPDK', 1)",0.20511004328727722,0.9751485586166382
125.74337,120.927,"('DPDK', 1)",0.2050759196281433,0.9750646352767944
119.95102,122.3274,"('DPDK', 1)",0.20505070686340332,0.9750006794929504
132.6462,122.3607,"('DPDK', 1)",0.20510129630565643,0.9751251339912415
141.31793,122.47727,"('DPDK', 1)",0.20512782037258148,0.97519850730896
166.45233,123.144196,"('DPDK', 1)",0.2051888406276703,0.9752559065818787
169.05531,125.91549,"('DPDK', 1)",0.20519442856311798,0.9752567410469055
135.51059,129.61786,"('DPDK', 1)",0.20511044561862946,0.9751508831977844
146.21497,130.83562,"('DPDK', 1)",0.20514115691184998,0.9752362370491028
133.94232,131.29614,"('DPDK', 1)",0.20510545372962952,0.9751383066177368
151.43454,130.1979,"('DPDK', 1)",0.20515471696853638,0.9752417206764221
163.99442,129.59898,"('DPDK', 1)",0.2051834613084793,0.9752517342567444
168.73743,130.1821,"('DPDK', 1)",0.20519375801086426,0.9752546548843384
155.98973,131.64798,"('DPDK', 1)",0.20516541600227356,0.9752457141876221
168.21689,132.41992,"('DPDK', 1)",0.20519264042377472,0.9752549529075623
144.56384,133.61014,"('DPDK', 1)",0.20513670146465302,0.9752272367477417
158.93347,133.01715,"('DPDK', 1)",0.20517215132713318,0.975247323513031
181.49792,132.55666,"('DPDK', 1)",0.20521843433380127,0.9752699732780457
171.81958,133.83588,"('DPDK', 1)",0.20519991219043732,0.9752567410469055
139.85316,135.11754,"('DPDK', 1)",0.20512373745441437,0.9751864075660706
151.79568,133.77475,"('DPDK', 1)",0.20515558123588562,0.9752427935600281
169.12068,132.05754,"('DPDK', 1)",0.20519454777240753,0.9752563834190369
163.76625,131.53891,"('DPDK', 1)",0.2051829695701599,0.975252091884613
177.69397,131.2524,"('DPDK', 1)",0.20521126687526703,0.9752631187438965
156.90071,132.20917,"('DPDK', 1)",0.2051675170660019,0.9752488136291504
153.45547,132.0933,"('DPDK', 1)",0.2051595002412796,0.975242555141449
162.88783,131.14307,"('DPDK', 1)",0.20518101751804352,0.9752503633499146
161.65701,130.50005,"('DPDK', 1)",0.20517829060554504,0.9752519130706787
152.30635,129.9638,"('DPDK', 1)",0.20515678822994232,0.9752442240715027
135.81993,128.81319,"('DPDK', 1)",0.20511141419410706,0.9751539826393127
134.02245,126.175766,"('DPDK', 1)",0.205105721950531,0.9751400351524353
150.13704,122.89403,"('DPDK', 1)",0.2051515281200409,0.9752387404441833
149.37303,120.80428,"('DPDK', 1)",0.20514951646327972,0.9752400517463684
198.96866,119.53396,"('DPDK', 1)",0.20524953305721283,0.9752856492996216
193.40034,122.69099,"('DPDK', 1)",0.2052399218082428,0.9752834439277649
204.50197,127.52151,"('DPDK', 1)",0.2052588164806366,0.975289523601532
221.4681,133.68524,"('DPDK', 1)",0.20528578758239746,0.9753057360649109
231.17018,141.2065,"('DPDK', 1)",0.20530030131340027,0.9753163456916809
242.74153,149.3594,"('DPDK', 1)",0.20531684160232544,0.975317656993866
220.74861,157.78664,"('DPDK', 1)",0.20528468489646912,0.9753039479255676
247.892,163.47844,"('DPDK', 1)",0.2053239643573761,0.9752901196479797
243.67816,169.15746,"('DPDK', 1)",0.2053181529045105,0.9753116965293884
212.8631,173.61028,"('DPDK', 1)",0.205272376537323,0.9752985835075378
219.16844,174.188,"('DPDK', 1)",0.20528225600719452,0.9753056168556213
208.1547,173.08542,"('DPDK', 1)",0.20526480674743652,0.9752926826477051
188.92175,170.08844,"('DPDK', 1)",0.20523199439048767,0.9752755165100098
124.26794,164.76352,"('DPDK', 1)",0.20506960153579712,0.9750468134880066
146.38623,153.54858,"('DPDK', 1)",0.20514161884784698,0.9752377271652222
141.64499,142.3761,"('DPDK', 1)",0.2051287144422531,0.9752033352851868
131.68462,131.94614,"('DPDK', 1)",0.2050981968641281,0.9751184582710266
118.341385,122.33324,"('DPDK', 1)",0.20504367351531982,0.9749969244003296
91.267746,112.96826,"('DPDK', 1)",0.20491382479667664,0.9748169183731079
80.49822,102.80727,"('OAI', 1)",0.18101105093955994,0.9311304688453674
79.81402,92.74087,"('OAI', 1)",0.17945320904254913,0.9313233494758606
61.39769,83.90635,"('OAI', 1)",0.14160597324371338,0.9358057379722595
59.933495,75.24126,"('OAI', 1)",0.13835304975509644,0.9357067942619324
58.852547,67.835434,"('OAI', 1)",0.13599839806556702,0.9356167912483215
52.12977,62.051167,"('OAI', 1)",0.11940770596265793,0.9350061416625977
59.64214,57.346786,"('OAI', 1)",0.13772742450237274,0.9356807470321655
47.419647,54.682243,"('OAI', 1)",0.10519405454397202,0.9343497157096863
37.066837,52.736645,"('OAI', 1)",0.07717251032590866,0.9318170547485352
33.074577,50.809525,"('OAI', 1)",0.0648784264922142,0.9293407201766968
32.80785,48.989525,"('OAI', 1)",0.06426375359296799,0.9291728138923645
